Date,Product,Category,Region,Quantity,Unit_Price,Sales,Cost,Profit,Month
2025-08-08,Mobile,Electronics,West,3,37350,112050,90118.2313874667,21931.7686125333,2025-08
2025-08-08,Headphones,Electronics,West,1,6110,6110,3947.4034419360846,2162.5965580639154,2025-08
2025-08-08,Mobile,Electronics,West,5,19835,99175,83956.86264594115,15218.137354058854,2025-08
2025-08-10,Mobile,Electronics,West,1,52643,52643,43679.56237759676,8963.437622403238,2025-08
2025-08-11,Keyboard,Accessories,South,4,1550,6200,4484.189769546298,1715.8102304537024,2025-08
2025-08-11,Mobile,Electronics,South,2,24348,48696,38190.270868373744,10505.729131626256,2025-08
2025-08-11,Mobile,Electronics,West,2,38289,76578,63816.97140002766,12761.028599972342,2025-08
2025-08-11,Monitor,Electronics,South,2,14150,28300,21460.178482495045,6839.821517504955,2025-08
2025-08-11,Monitor,Electronics,South,4,12497,49988,36521.6648971614,13466.335102838602,2025-08
2025-08-11,Laptop,Electronics,East,3,48249,144747,99247.71611125952,45499.28388874048,2025-08
2025-08-12,Laptop,Electronics,North,1,76010,76010,49924.69109206803,26085.30890793197,2025-08
2025-08-12,Keyboard,Accessories,South,4,1367,5468,3739.6473085774487,1728.3526914225513,2025-08
2025-08-12,Keyboard,Accessories,East,5,3817,19085,13008.496201891336,6076.503798108664,2025-08
2025-08-14,Headphones,Electronics,East,5,5893,29465,22430.992640557648,7034.007359442352,2025-08
2025-08-14,Mouse,Accessories,North,5,2390,11950,10003.504254549443,1946.4957454505566,2025-08
2025-08-15,Keyboard,Accessories,East,4,3705,14820,12431.15053864049,2388.8494613595103,2025-08
2025-08-15,Tablet,Electronics,West,2,32534,65068,49836.7388469542,15231.261153045802,2025-08
2025-08-15,Mobile,Electronics,West,4,41390,165560,133362.84981724332,32197.150182756683,2025-08
2025-08-15,Printer,Office,West,1,7122,7122,5007.865773740795,2114.134226259205,2025-08
2025-08-15,Headphones,Electronics,West,5,1892,9460,6945.944510142923,2514.055489857077,2025-08
2025-08-16,Tablet,Electronics,West,3,37519,112557,82994.30460875413,29562.69539124587,2025-08
2025-08-16,Tablet,Electronics,East,5,18359,91795,68937.07821672407,22857.92178327593,2025-08
2025-08-16,Mobile,Electronics,East,3,19531,58593,46503.118588124744,12089.881411875256,2025-08
2025-08-16,Mobile,Electronics,East,2,27910,55820,43894.60786224232,11925.392137757677,2025-08
2025-08-17,Tablet,Electronics,West,4,21111,84444,53031.65326366975,31412.346736330248,2025-08
2025-08-18,Mobile,Electronics,North,5,28109,140545,108768.41309984842,31776.586900151582,2025-08
2025-08-19,Keyboard,Accessories,South,5,2378,11890,9379.875759319211,2510.1242406807887,2025-08
2025-08-19,Mobile,Electronics,West,1,26023,26023,18911.164127816104,7111.835872183896,2025-08
2025-08-21,Printer,Office,East,5,15651,78255,63769.31930063293,14485.680699367069,2025-08
2025-08-21,Keyboard,Accessories,West,3,775,2325,1601.2886419564563,723.7113580435437,2025-08
2025-08-22,Laptop,Electronics,East,4,45663,182652,152647.28580975736,30004.714190242637,2025-08
2025-08-23,Mouse,Accessories,South,1,1269,1269,803.1909533784598,465.80904662154023,2025-08
2025-08-23,Tablet,Electronics,North,5,21017,105085,75279.47896789844,29805.521032101562,2025-08
2025-08-24,Monitor,Electronics,South,2,9908,19816,15510.317472158853,4305.682527841147,2025-08
2025-08-25,Printer,Office,East,1,15477,15477,11303.086462904072,4173.913537095928,2025-08
2025-08-25,Monitor,Electronics,West,2,17268,34536,25787.609564341663,8748.390435658337,2025-08
2025-08-25,Laptop,Electronics,West,1,68752,68752,43646.4522011637,25105.547798836298,2025-08
2025-08-26,Tablet,Electronics,East,2,26889,53778,38284.59773113516,15493.40226886484,2025-08
2025-08-28,Monitor,Electronics,West,5,9581,47905,29655.59479617448,18249.40520382552,2025-08
2025-08-30,Monitor,Electronics,North,4,11709,46836,28760.855054958636,18075.144945041364,2025-08
2025-08-31,Mouse,Accessories,North,5,1889,9445,6211.669092918557,3233.330907081443,2025-08
2025-09-02,Monitor,Electronics,South,4,20984,83936,62548.209236458235,21387.790763541765,2025-09
2025-09-02,Monitor,Electronics,East,3,13017,39051,31950.847252918546,7100.152747081454,2025-09
2025-09-04,Tablet,Electronics,East,3,20004,60012,44405.21452162666,15606.785478373342,2025-09
2025-09-04,Mouse,Accessories,West,4,702,2808,1944.2974281551058,863.7025718448942,2025-09
2025-09-05,Mobile,Electronics,North,3,57951,173853,116587.16475733652,57265.83524266348,2025-09
2025-09-07,Monitor,Electronics,East,2,22069,44138,33490.740890499015,10647.259109500985,2025-09
2025-09-07,Laptop,Electronics,West,5,76585,382925,276344.4260987636,106580.5739012364,2025-09
2025-09-08,Laptop,Electronics,East,3,61184,183552,152949.90454869316,30602.095451306843,2025-09
2025-09-10,Mobile,Electronics,South,5,54081,270405,189057.14410660983,81347.85589339017,2025-09
2025-09-10,Tablet,Electronics,South,3,37329,111987,86314.16988364438,25672.830116355617,2025-09
2025-09-11,Laptop,Electronics,West,4,65932,263728,217603.1633448927,46124.8366551073,2025-09
2025-09-12,Tablet,Electronics,East,5,20519,102595,64227.25499217684,38367.74500782316,2025-09
2025-09-12,Monitor,Electronics,South,3,8206,24618,17402.101197487693,7215.898802512307,2025-09
2025-09-13,Mouse,Accessories,West,2,2060,4120,3064.418251011524,1055.5817489884762,2025-09
2025-09-13,Mouse,Accessories,South,5,2338,11690,9700.293472739422,1989.7065272605778,2025-09
2025-09-13,Tablet,Electronics,South,5,26818,134090,92782.21283978394,41307.78716021606,2025-09
2025-09-14,Headphones,Electronics,East,5,4476,22380,14354.087255504985,8025.912744495015,2025-09
2025-09-14,Mouse,Accessories,North,5,2299,11495,8670.520405253332,2824.479594746668,2025-09
2025-09-15,Printer,Office,East,1,15087,15087,11452.555268666993,3634.4447313330074,2025-09
2025-09-16,Monitor,Electronics,South,5,11636,58180,48649.617541139916,9530.382458860084,2025-09
2025-09-16,Keyboard,Accessories,North,1,1601,1601,1095.3258623471168,505.67413765288325,2025-09
2025-09-17,Monitor,Electronics,North,1,12976,12976,10241.30518476671,2734.69481523329,2025-09
2025-09-17,Tablet,Electronics,West,3,36211,108633,87933.6807752562,20699.3192247438,2025-09
2025-09-19,Mouse,Accessories,North,1,2770,2770,2036.8477121959913,733.1522878040087,2025-09
2025-09-19,Mobile,Electronics,East,2,44426,88852,66469.07784904436,22382.922150955637,2025-09
2025-09-20,Mouse,Accessories,West,3,758,2274,1874.4504348383857,399.5495651616143,2025-09
2025-09-20,Keyboard,Accessories,South,4,1308,5232,3805.524143619925,1426.4758563800751,2025-09
2025-09-21,Mobile,Electronics,West,2,18389,36778,29269.980253670175,7508.019746329825,2025-09
2025-09-21,Keyboard,Accessories,East,3,2953,8859,6181.501480622835,2677.4985193771654,2025-09
2025-09-21,Tablet,Electronics,South,3,35253,105759,80288.78722908041,25470.212770919592,2025-09
2025-09-21,Laptop,Electronics,South,5,60305,301525,182669.2676056862,118855.73239431379,2025-09
2025-09-22,Mobile,Electronics,South,2,17612,35224,23167.65102842864,12056.348971571359,2025-09
2025-09-23,Keyboard,Accessories,East,1,1039,1039,814.9870028377145,224.0129971622855,2025-09
2025-09-24,Keyboard,Accessories,South,3,1811,5433,3457.998657058236,1975.001342941764,2025-09
2025-09-25,Mouse,Accessories,North,3,1029,3087,2339.6065998564027,747.3934001435973,2025-09
2025-09-25,Mobile,Electronics,West,2,38938,77876,52583.39981382268,25292.60018617732,2025-09
2025-09-26,Headphones,Electronics,East,5,6393,31965,26683.32474574118,5281.675254258818,2025-09
2025-09-26,Tablet,Electronics,West,1,15713,15713,12058.166476828235,3654.8335231717647,2025-09
2025-09-30,Mobile,Electronics,South,1,55328,55328,42913.559849709694,12414.440150290306,2025-09
2025-09-30,Mobile,Electronics,East,2,19632,39264,32299.81578774281,6964.184212257191,2025-09
2025-09-30,Tablet,Electronics,West,5,13382,66910,43839.47598973928,23070.52401026072,2025-09
2025-10-01,Laptop,Electronics,East,4,53792,215168,181044.0783231467,34123.92167685329,2025-10
2025-10-02,Keyboard,Accessories,East,5,3623,18115,13397.873245991028,4717.126754008972,2025-10
2025-10-02,Mouse,Accessories,South,1,2047,2047,1606.7569974447754,440.2430025552246,2025-10
2025-10-04,Mouse,Accessories,South,4,1020,4080,3107.5380316913174,972.4619683086826,2025-10
2025-10-04,Monitor,Electronics,South,4,19613,78452,50730.33904271825,27721.660957281747,2025-10
2025-10-05,Monitor,Electronics,North,4,15059,60236,46500.47109212795,13735.528907872053,2025-10
2025-10-06,Mobile,Electronics,South,3,32772,98316,79091.14719936586,19224.852800634137,2025-10
2025-10-07,Mouse,Accessories,West,1,2606,2606,2146.4007758215007,459.5992241784993,2025-10
2025-10-07,Laptop,Electronics,North,4,71385,285540,233026.2136648025,52513.78633519751,2025-10
2025-10-08,Laptop,Electronics,West,4,69217,276868,171617.08556923657,105250.91443076343,2025-10
2025-10-09,Printer,Office,East,5,9157,45785,37949.90792626712,7835.092073732878,2025-10
2025-10-09,Headphones,Electronics,North,1,4925,4925,3975.9084467448956,949.0915532551044,2025-10
2025-10-09,Keyboard,Accessories,West,3,2816,8448,6814.999124332773,1633.0008756672269,2025-10
2025-10-09,Headphones,Electronics,North,2,3501,7002,5801.5710211730475,1200.4289788269525,2025-10
2025-10-10,Laptop,Electronics,North,1,72251,72251,49718.96310975001,22532.03689024999,2025-10
2025-10-10,Tablet,Electronics,West,2,23870,47740,34472.98394232505,13267.016057674948,2025-10
2025-10-13,Mobile,Electronics,South,3,25209,75627,51960.579051142784,23666.420948857216,2025-10
2025-10-13,Mobile,Electronics,West,2,44548,89096,57129.11833256555,31966.88166743445,2025-10
2025-10-13,Laptop,Electronics,North,5,58395,291975,220702.8578136514,71272.14218634859,2025-10
2025-10-14,Keyboard,Accessories,East,3,2240,6720,5343.6794645949785,1376.3205354050215,2025-10
2025-10-15,Printer,Office,South,2,13806,27612,20145.229590266874,7466.770409733126,2025-10
2025-10-15,Monitor,Electronics,East,3,18181,54543,42532.65564807602,12010.34435192398,2025-10
2025-10-16,Laptop,Electronics,South,1,76890,76890,64219.97653720845,12670.023462791549,2025-10
2025-10-16,Headphones,Electronics,East,3,6892,20676,17193.649241035502,3482.350758964498,2025-10
2025-10-16,Monitor,Electronics,South,4,16286,65144,47018.69040988519,18125.30959011481,2025-10
2025-10-16,Tablet,Electronics,North,4,37053,148212,122048.60187978712,26163.398120212878,2025-10
2025-10-16,Headphones,Electronics,East,4,3645,14580,11350.763579705073,3229.2364202949266,2025-10
2025-10-18,Keyboard,Accessories,South,5,3936,19680,15815.7076235384,3864.2923764616007,2025-10
2025-10-18,Printer,Office,South,3,18175,54525,38129.107988111566,16395.892011888434,2025-10
2025-10-20,Mobile,Electronics,East,3,17983,53949,38317.71102353789,15631.288976462107,2025-10
2025-10-20,Keyboard,Accessories,North,2,3756,7512,5589.469540393275,1922.5304596067253,2025-10
2025-10-20,Mobile,Electronics,East,3,46889,140667,103026.67983784356,37640.32016215644,2025-10
2025-10-21,Laptop,Electronics,East,5,45197,225985,158123.08540645806,67861.91459354194,2025-10
2025-10-21,Printer,Office,West,2,11311,22622,19184.65247357148,3437.347526428519,2025-10
2025-10-23,Laptop,Electronics,South,3,52804,158412,106982.6679505225,51429.332049477496,2025-10
2025-10-23,Monitor,Electronics,East,3,14819,44457,34665.855951694,9791.144048306,2025-10
2025-10-24,Mobile,Electronics,West,4,22239,88956,71118.41299569786,17837.587004302142,2025-10
2025-10-25,Mouse,Accessories,East,4,1025,4100,3455.6799713926803,644.3200286073197,2025-10
2025-10-26,Printer,Office,East,2,18504,37008,28117.937664669007,8890.062335330993,2025-10
2025-10-27,Mobile,Electronics,East,5,55194,275970,178712.98809804453,97257.01190195547,2025-10
2025-10-27,Printer,Office,South,2,17811,35622,29937.31421154559,5684.6857884544115,2025-10
2025-10-29,Monitor,Electronics,West,3,19329,57987,39944.12124609499,18042.87875390501,2025-10
2025-10-30,Tablet,Electronics,North,4,13341,53364,44801.35654946543,8562.643450534568,2025-10
2025-10-30,Monitor,Electronics,East,1,8207,8207,5764.346184903427,2442.6538150965735,2025-10
2025-10-31,Mouse,Accessories,North,5,2908,14540,9111.465665169546,5428.534334830454,2025-10
2025-10-31,Mouse,Accessories,East,4,1516,6064,5095.536788913613,968.4632110863868,2025-10
2025-11-01,Keyboard,Accessories,East,5,1740,8700,7286.7662445602455,1413.2337554397545,2025-11
2025-11-04,Printer,Office,East,1,8976,8976,6277.7516153204,2698.2483846796003,2025-11
2025-11-05,Monitor,Electronics,North,2,19664,39328,27714.151800738862,11613.848199261138,2025-11
2025-11-05,Tablet,Electronics,East,3,23302,69906,43986.568608439724,25919.431391560276,2025-11
2025-11-06,Mouse,Accessories,West,5,2460,12300,9917.49235980287,2382.507640197129,2025-11
2025-11-06,Printer,Office,South,1,8772,8772,5975.016724971292,2796.983275028708,2025-11
2025-11-07,Keyboard,Accessories,South,3,3941,11823,10021.001336909956,1801.998663090044,2025-11
2025-11-07,Mobile,Electronics,North,2,37473,74946,45295.788362787025,29650.211637212975,2025-11
2025-11-09,Keyboard,Accessories,South,1,2554,2554,1731.2571625931419,822.7428374068581,2025-11
2025-11-10,Laptop,Electronics,West,5,72480,362400,243825.3601019426,118574.63989805739,2025-11
2025-11-10,Mobile,Electronics,South,4,40364,161456,130179.2359564662,31276.764043533796,2025-11
2025-11-11,Mobile,Electronics,East,5,18812,94060,78391.76323571344,15668.236764286557,2025-11
2025-11-12,Keyboard,Accessories,South,5,742,3710,2800.667828167737,909.3321718322632,2025-11
2025-11-12,Mouse,Accessories,South,4,687,2748,1922.800352406462,825.199647593538,2025-11
2025-11-12,Printer,Office,North,2,8950,17900,12984.285418725218,4915.714581274782,2025-11
2025-11-13,Tablet,Electronics,West,3,36067,108201,65578.35297096244,42622.64702903756,2025-11
2025-11-13,Keyboard,Accessories,West,1,2658,2658,2090.5468222718737,567.4531777281263,2025-11
2025-11-15,Tablet,Electronics,West,3,13868,41604,35250.91224696875,6353.08775303125,2025-11
2025-11-15,Mouse,Accessories,East,4,2420,9680,6617.158003371366,3062.8419966286338,2025-11
2025-11-15,Mouse,Accessories,East,5,836,4180,2797.337142313828,1382.6628576861722,2025-11
2025-11-15,Laptop,Electronics,West,4,78339,313356,202075.24081969968,111280.75918030032,2025-11
2025-11-16,Laptop,Electronics,South,3,49358,148074,114577.60867401086,33496.39132598914,2025-11
2025-11-17,Mobile,Electronics,West,5,58336,291680,230443.81554315594,61236.18445684406,2025-11
2025-11-17,Monitor,Electronics,West,1,18998,18998,12604.643734923673,6393.356265076327,2025-11
2025-11-17,Monitor,Electronics,West,4,21403,85612,63756.645358548274,21855.354641451726,2025-11
2025-11-21,Tablet,Electronics,North,5,16648,83240,55088.87865833011,28151.12134166989,2025-11
2025-11-21,Printer,Office,North,5,10611,53055,40001.49588167672,13053.504118323282,2025-11
2025-11-22,Mouse,Accessories,North,1,2780,2780,1915.4140815690303,864.5859184309697,2025-11
2025-11-22,Monitor,Electronics,East,3,22749,68247,41262.60913018178,26984.39086981822,2025-11
2025-11-26,Monitor,Electronics,East,1,21429,21429,17257.08069545414,4171.91930454586,2025-11
2025-11-27,Laptop,Electronics,North,3,63073,189219,141942.36479104066,47276.63520895934,2025-11
2025-11-27,Monitor,Electronics,East,2,12846,25692,16333.635573825364,9358.364426174636,2025-11
2025-11-28,Tablet,Electronics,North,1,19005,19005,15967.9085952525,3037.0914047475,2025-11
2025-11-30,Headphones,Electronics,South,5,1963,9815,6519.065503044196,3295.934496955804,2025-11
2025-12-01,Mouse,Accessories,North,4,1041,4164,3145.992254937216,1018.0077450627841,2025-12
2025-12-02,Tablet,Electronics,East,5,33627,168135,141008.94103741253,27126.05896258747,2025-12
2025-12-03,Printer,Office,West,1,8376,8376,5825.381605433164,2550.6183945668363,2025-12
2025-12-04,Laptop,Electronics,North,2,47869,95738,68175.60765030434,27562.392349695656,2025-12
2025-12-04,Headphones,Electronics,West,2,1874,3748,2379.2729127371867,1368.7270872628133,2025-12
2025-12-06,Mobile,Electronics,North,5,42169,210845,159230.44363299396,51614.55636700604,2025-12
2025-12-07,Headphones,Electronics,North,4,7588,30352,19076.95881572964,11275.041184270362,2025-12
2025-12-08,Printer,Office,East,3,17928,53784,34355.08957852125,19428.91042147875,2025-12
2025-12-08,Mobile,Electronics,South,4,52766,211064,139670.48331183312,71393.51668816688,2025-12
2025-12-09,Tablet,Electronics,North,5,26916,134580,105558.95914863437,29021.04085136563,2025-12
2025-12-09,Keyboard,Accessories,South,5,2459,12295,10168.782266990002,2126.2177330099985,2025-12
2025-12-11,Mouse,Accessories,North,1,527,527,350.20907975837355,176.79092024162645,2025-12
2025-12-12,Keyboard,Accessories,South,5,816,4080,2530.4904259495415,1549.5095740504585,2025-12
2025-12-12,Keyboard,Accessories,East,3,2234,6702,4400.6936713441455,2301.3063286558545,2025-12
2025-12-12,Headphones,Electronics,South,3,5134,15402,10914.056827202088,4487.943172797912,2025-12
2025-12-13,Headphones,Electronics,South,1,7783,7783,5106.824834235469,2676.175165764531,2025-12
2025-12-13,Laptop,Electronics,South,5,52227,261135,200514.12026946925,60620.87973053075,2025-12
2025-12-14,Mobile,Electronics,East,1,59262,59262,48992.31677572112,10269.68322427888,2025-12
2025-12-15,Tablet,Electronics,East,4,20884,83536,69164.38375410278,14371.616245897225,2025-12
2025-12-15,Mouse,Accessories,West,3,1159,3477,2369.539778346738,1107.4602216532621,2025-12
2025-12-15,Tablet,Electronics,West,3,33575,100725,75509.96895518663,25215.031044813368,2025-12
2025-12-15,Keyboard,Accessories,West,3,1572,4716,3714.4417692983047,1001.5582307016953,2025-12
2025-12-16,Mouse,Accessories,North,3,768,2304,1940.8532354577555,363.14676454224445,2025-12
2025-12-16,Headphones,Electronics,North,5,3757,18785,13704.027405949037,5080.972594050963,2025-12
2025-12-18,Printer,Office,North,5,15710,78550,50608.778990273044,27941.221009726956,2025-12
2025-12-18,Mouse,Accessories,South,2,2073,4146,2573.233208175532,1572.7667918244679,2025-12
2025-12-18,Mouse,Accessories,North,1,1582,1582,1206.4038089502135,375.5961910497865,2025-12
2025-12-19,Printer,Office,South,2,12368,24736,15384.966430711649,9351.033569288351,2025-12
2025-12-21,Mobile,Electronics,East,2,40537,81074,58038.7290267719,23035.2709732281,2025-12
2025-12-21,Tablet,Electronics,North,2,31975,63950,44849.89655208332,19100.103447916677,2025-12
2025-12-22,Monitor,Electronics,East,3,24044,72132,45938.21141409442,26193.788585905582,2025-12
2025-12-22,Tablet,Electronics,South,2,28077,56154,44314.43173143481,11839.568268565192,2025-12
2025-12-22,Tablet,Electronics,South,5,30311,151555,123965.65420431783,27589.345795682166,2025-12
2025-12-23,Laptop,Electronics,West,2,62674,125348,102705.79105224823,22642.208947751773,2025-12
2025-12-25,Keyboard,Accessories,East,1,1301,1301,971.7719846204299,329.22801537957014,2025-12
2025-12-26,Keyboard,Accessories,North,3,1016,3048,2367.1345035830186,680.8654964169814,2025-12
2025-12-26,Mouse,Accessories,South,2,2849,5698,4294.796649860956,1403.2033501390442,2025-12
2025-12-26,Tablet,Electronics,South,1,13802,13802,9458.049444298917,4343.950555701083,2025-12
2025-12-26,Laptop,Electronics,North,2,57987,115974,69847.44076429878,46126.55923570122,2025-12
2025-12-27,Laptop,Electronics,West,1,69917,69917,43442.04818576363,26474.951814236367,2025-12
2025-12-27,Monitor,Electronics,South,5,10817,54085,45119.84096465876,8965.15903534124,2025-12
2025-12-28,Tablet,Electronics,West,2,15727,31454,25255.61355732351,6198.3864426764885,2025-12
2025-12-28,Printer,Office,West,2,17754,35508,24064.91611167706,11443.08388832294,2025-12
2025-12-28,Laptop,Electronics,West,3,60313,180939,111293.41143129214,69645.58856870786,2025-12
2025-12-29,Tablet,Electronics,South,4,20172,80688,65906.26059823931,14781.739401760686,2025-12
2025-12-30,Mouse,Accessories,South,3,2974,8922,5393.867775659624,3528.1322243403756,2025-12
2025-12-31,Tablet,Electronics,East,2,36622,73244,44755.11332990964,28488.88667009036,2025-12
2025-12-31,Headphones,Electronics,West,1,2365,2365,1899.5677441409985,465.43225585900154,2025-12
